PayId,HourlyRate,MonthlyRate,MonthlyIncome,DailyRate,OverTime,PercentSalaryHike
757,69,11135,4025,1109,"No ",12
758,75,12278,9725,216,"No ",11
759,66,11038,11904,1089,Yes,14
760,36,8318,2177,788,"No ",16
761,38,23537,7525,124,"No ",12
762,81,7858,4834,660,"No ",14
763,57,15346,2042,342,Yes,14
764,87,18410,2220,1333,Yes,19
765,74,23384,1052,1144,"No ",22
766,44,2997,2821,1186,"No ",16
767,62,12853,19237,1464,Yes,11
768,35,13848,4107,124,"No ",15
769,74,22217,8396,300,"No ",14
770,66,25265,2007,921,"No ",13
771,40,21445,19627,430,"No ",17
772,41,8392,10686,1082,"No ",11
773,63,12154,2942,1240,"No ",19
774,51,15669,8858,796,"No ",11
775,40,17323,16756,444,"No ",15
776,79,5268,10798,415,"No ",13
777,54,17205,2323,769,Yes,14
778,36,17258,1416,1334,"No ",13
779,74,21029,4615,1003,Yes,23
780,34,10332,2461,1323,Yes,12
781,72,12355,8722,1366,"No ",12
782,59,11141,3955,192,"No ",16
783,85,9096,9957,1176,"No ",15
784,43,18863,3376,509,"No ",13
785,65,24608,8823,330,"No ",18
786,61,26542,10322,1492,"No ",20
787,87,5869,4621,1277,"No ",19
788,65,15813,10976,1091,"No ",18
789,59,7909,3660,857,"No ",13
790,91,2326,10482,1376,"No ",14
791,34,21214,7119,654,"No ",15
792,86,10333,9582,1204,Yes,22
793,54,3129,4508,827,"No ",22
794,50,22482,2207,895,"No ",16
795,45,22266,7756,618,"No ",17
796,88,24223,6694,309,Yes,14
797,32,4605,3691,1219,Yes,15
798,37,19373,2377,1330,"No ",20
799,55,2993,2313,1017,Yes,20
800,35,14399,17665,469,"No ",17
801,45,7160,2596,1009,"No ",15
802,81,17251,4728,959,Yes,14
803,30,13401,4302,970,"No ",17
804,40,22478,2979,697,"No ",17
805,35,16154,16885,1262,"No ",22
806,65,17970,5593,1050,"No ",13
807,87,15322,10445,994,"No ",19
808,73,5569,8740,770,Yes,14
809,93,26968,2514,1107,"No ",22
810,93,8039,7655,950,"No ",17
811,52,15596,17465,406,"No ",12
812,32,20619,7351,130,"No ",16
813,83,11535,10820,1082,"No ",11
814,84,13547,12169,203,"No ",11
815,44,17544,19626,1308,"No ",14
816,70,25326,2070,984,Yes,11
817,70,8770,6782,439,"No ",15
818,78,23238,7779,217,"No ",20
819,67,21981,2791,793,"No ",12
820,67,19911,3201,1451,"No ",17
821,54,18500,4968,1182,"No ",11
822,56,11879,13120,174,"No ",17
823,95,15834,4033,1003,"No ",11
824,61,17940,3291,490,"No ",14
825,56,9558,4272,188,"No ",19
826,79,17689,5056,718,Yes,15
827,37,6004,2844,433,"No ",13
828,39,22088,2703,773,Yes,14
829,80,13556,1904,247,"No ",12
830,77,18385,8224,603,Yes,17
831,46,9051,4766,167,Yes,11
832,72,6233,2610,874,"No ",12
833,52,17171,5731,367,"No ",13
834,55,7950,2539,199,"No ",13
835,70,5829,5714,1400,"No ",20
836,100,7108,4323,528,"No ",17
837,45,11162,7336,408,"No ",13
838,88,13782,13499,593,"No ",17
839,44,2447,13758,481,Yes,12
840,45,2253,5155,647,"No ",13
841,58,16340,2258,982,"No ",12
842,49,6409,3597,477,"No ",22
843,79,22955,2515,1485,Yes,11
844,82,13421,4420,1384,"No ",22
845,72,2706,6578,852,"No ",18
846,92,21203,4422,902,Yes,13
847,44,19588,10274,819,"No ",18
848,97,25755,5343,669,"No ",20
849,47,26537,2376,636,"No ",13
850,85,9489,5346,1372,"No ",13
851,76,14947,2827,862,"No ",12
852,92,18575,19943,718,"No ",13
853,54,26342,3131,1401,"No ",13
854,54,7172,2552,645,"No ",25
855,83,20100,4477,1457,Yes,19
856,56,9961,6474,977,"No ",13
857,87,12828,3033,805,"No ",12
858,96,10826,2936,1097,Yes,11
859,50,18640,18606,1223,"No ",18
860,69,26933,2168,942,Yes,18
861,48,4223,2853,1256,Yes,11
862,69,24097,17048,1402,"No ",23
863,74,4279,2290,111,"No ",13
864,99,8429,3600,147,"No ",13
865,95,20293,2107,906,"No ",17
866,61,13192,4115,1329,"No ",19
867,62,25440,4327,1184,"No ",12
868,30,9490,17856,1421,"No ",22
869,78,12449,3196,1179,"No ",12
870,52,10849,19081,1450,"No ",11
871,94,21026,8966,1361,Yes,15
872,97,3372,2210,984,"No ",13
873,82,4905,4539,1146,"No ",12
874,60,6865,2741,917,"No ",14
875,49,11309,3491,853,"No ",13
876,32,7744,4541,200,"No ",25
877,43,5050,2678,654,"No ",17
878,60,17433,7379,150,"No ",11
879,79,12858,6272,179,"No ",16
880,52,10893,5220,696,Yes,18
881,77,7331,2743,116,"No ",20
882,38,2338,4998,1316,Yes,14
883,77,4235,10252,363,Yes,21
884,60,6311,2781,117,"No ",13
885,84,11591,6852,107,"No ",12
886,57,20623,4950,1356,"No ",14
887,63,9369,3579,1465,Yes,21
888,60,23281,13191,458,Yes,17
889,78,13755,10377,1212,Yes,11
890,42,14377,2235,1103,Yes,14
891,53,9659,10502,966,"No ",17
892,72,19982,2011,1117,"No ",13
893,96,6148,1859,504,Yes,25
894,97,5598,3760,1010,"No ",15
895,85,23474,17779,685,"No ",14
896,80,17089,6833,1332,Yes,12
897,96,17198,6812,1062,"No ",19
898,48,16490,5171,326,"No ",17
899,96,18625,19740,920,"No ",14
900,85,12124,18711,1098,"No ",13
901,46,9256,3692,469,"No ",12
902,76,16620,2559,969,"No ",11
903,76,3208,2517,1167,"No ",11
904,82,4204,6623,1329,Yes,11
905,76,8733,18265,715,"No ",12
906,87,3423,16124,694,"No ",14
907,89,21643,2585,1320,"No ",17
908,88,8751,18213,1099,"No ",11
909,82,21708,8380,536,Yes,14
910,57,21221,2994,265,Yes,12
911,47,16901,1223,373,"No ",22
912,73,8040,1118,599,Yes,14
913,53,9973,2875,583,Yes,20
914,94,2493,18824,1449,Yes,16
915,37,25592,13577,177,Yes,15
916,45,25308,2625,251,"No ",20
917,33,9946,18789,168,"No ",14
918,86,6039,4538,131,Yes,12
919,83,19196,19847,237,Yes,24
920,67,20002,10512,1429,"No ",12
921,46,22534,4444,135,"No ",13
922,44,6842,2154,791,Yes,11
923,92,17477,19190,1199,"No ",14
924,56,21833,4490,648,"No ",11
925,66,6020,3506,735,Yes,14
926,78,5628,2372,603,Yes,16
927,56,20364,10231,531,"No ",14
928,53,2323,5410,429,Yes,11
929,73,14075,7978,621,"No ",11
930,52,14222,3867,193,Yes,12
931,40,4257,2838,968,"No ",14
932,72,12858,4695,879,Yes,18
933,39,17285,3339,806,Yes,13
934,84,4732,2080,640,"No ",11
935,40,18830,2096,266,"No ",18
936,56,11693,6209,604,"No ",15
937,83,13035,18061,364,"No ",22
938,94,17334,17123,412,Yes,13
939,88,26076,2372,848,"No ",12
940,79,22845,4883,1089,"No ",18
941,93,22154,3904,360,"No ",13
942,48,23631,4627,1138,"No ",12
943,63,5747,7094,325,"No ",12
944,44,22957,3423,991,"No ",12
945,55,16392,6674,1476,"No ",11
946,43,22422,16880,1322,Yes,11
947,57,17235,9094,299,Yes,12
948,64,21534,8446,1030,Yes,19
949,95,25927,11916,634,Yes,23
950,32,13352,4534,524,"No ",11
951,57,8935,9852,587,Yes,19
952,40,22074,6151,256,"No ",13
953,54,8319,2302,1060,Yes,11
954,89,14669,2362,935,"No ",12
955,37,26582,17861,495,Yes,13
956,58,6992,19187,282,"No ",14
957,99,4022,19717,206,"No ",14
958,74,8532,3544,458,"No ",16
959,86,5494,8500,943,"No ",11
960,98,22455,4661,523,"No ",13
961,66,4297,4103,1018,"No ",17
962,87,2690,4249,482,Yes,11
963,84,17588,14026,770,Yes,11
964,31,19461,6893,1009,"No ",15
965,66,23553,6125,507,"No ",12
966,67,9075,3669,882,"No ",11
967,53,12023,10008,601,Yes,14
968,88,6762,2387,329,"No ",22
969,83,2261,4639,607,"No ",16
970,54,18706,7898,855,"No ",11
971,98,6527,2534,1291,"No ",14
972,82,24439,13142,1405,"No ",16
973,97,19305,1611,1124,"No ",15
974,60,10846,5363,817,"No ",12
975,43,20392,5071,793,"No ",20
976,85,9277,13695,267,Yes,17
977,68,18235,13402,1369,Yes,12
978,92,15891,2029,999,"No ",20
979,89,13888,6377,1202,"No ",20
980,86,17491,5429,285,"No ",13
981,90,11882,2785,703,"No ",14
982,67,23288,4614,662,Yes,18
983,57,15748,2610,693,"No ",11
984,98,6163,6687,404,"No ",11
985,48,24232,4724,736,"No ",11
986,98,21057,6179,330,Yes,15
987,44,3567,6120,1498,Yes,12
988,52,15395,10596,541,"No ",11
989,75,13953,5467,1200,Yes,14
990,54,5182,2996,1439,Yes,15
991,61,19293,9998,1111,"No ",13
992,36,20497,4078,499,Yes,13
993,71,3449,10920,1485,"No ",21
994,93,12477,6232,1372,"No ",11
995,59,9731,13247,322,Yes,11
996,73,20003,4081,930,Yes,14
997,98,7100,5769,205,Yes,11
998,51,25681,2394,135,Yes,13
999,36,4050,3904,683,"No ",12
1000,31,16616,16799,1147,"No ",14
1001,54,17363,2950,258,"No ",13
1002,94,19106,3629,1462,"No ",18
1003,60,19944,9362,200,"No ",11
1004,81,4910,3229,949,"No ",11
1005,100,23577,3578,652,"No ",12
1006,51,9769,7988,332,"No ",13
1007,97,22710,4284,1475,"No ",20
1008,84,22930,7553,337,Yes,12
1009,54,5652,17328,971,"No ",19
1010,76,22456,19701,1055,Yes,21
1011,81,12414,14732,1136,"No ",13
1012,99,20763,9278,1174,Yes,16
1013,50,16154,1359,667,"No ",12
1014,73,12761,4779,855,"No ",14
1015,93,8847,16422,182,"No ",11
1016,91,20284,2996,560,"No ",14
1017,34,22262,1261,202,"No ",12
1018,91,7679,2099,1377,"No ",14
1019,37,22604,5810,172,"No ",16
1020,98,13494,5647,329,"No ",13
1021,74,10205,3420,465,"No ",12
1022,68,15182,4400,383,"No ",12
1023,84,25470,3500,1413,"No ",14
1024,90,10494,2066,1255,"No ",22
1025,82,26703,17169,359,"No ",19
1026,42,15211,4162,1476,Yes,12
1027,97,23343,9204,601,"No ",12
1028,86,3708,3294,401,"No ",17
1029,90,5561,2127,1283,Yes,12
1030,81,23099,3975,663,"No ",11
1031,31,8386,10793,326,"No ",18
1032,52,15986,10096,377,"No ",11
1033,54,17181,3646,592,Yes,23
1034,100,8931,7446,1445,"No ",11
1035,95,19863,10851,1038,Yes,18
1036,96,24609,2109,1398,"No ",18
1037,94,21081,3722,523,Yes,13
1038,55,14720,9380,1448,Yes,18
1039,96,24795,5486,1221,"No ",11
1040,52,3072,2742,1107,"No ",15
1041,55,25178,13757,218,"No ",11
1042,84,23490,8463,866,"No ",18
1043,90,7973,3162,981,"No ",14
1044,39,19764,16598,447,"No ",12
1045,96,21534,6651,1495,"No ",14
1046,68,8045,2345,896,"No ",14
1047,49,21158,3420,1467,"No ",13
1048,54,17456,4373,430,"No ",14
1049,81,15891,4759,1326,"No ",18
1050,96,2939,5301,1358,"No ",15
1051,74,16458,3673,748,"No ",13
1052,79,9282,4768,383,"No ",12
1053,64,7152,1274,990,"No ",13
1054,93,2721,4900,405,"No ",24
1055,35,20948,10466,1490,"No ",14
1056,71,11929,17007,829,"No ",14
1057,92,15747,2909,1496,"No ",15
1058,51,17485,5765,115,"No ",11
1059,40,7815,4599,790,Yes,23
1060,76,16192,2404,660,"No ",13
1061,89,16998,3172,381,Yes,11
1062,78,7103,2033,830,"No ",13
1063,86,19719,10209,1193,Yes,18
1064,77,23757,8620,1246,"No ",14
1065,46,15428,2064,330,"No ",21
1066,30,16143,4035,1229,Yes,16
1067,82,8192,3838,1099,"No ",11
1068,78,24200,4591,571,Yes,17
1069,38,5355,2561,289,"No ",11
1070,72,12530,1563,1423,"No ",14
1071,55,11827,4898,467,"No ",14
1072,43,23070,4789,271,"No ",25
1073,97,4668,3180,410,"No ",13
1074,96,3173,6549,1083,"No ",14
1075,69,22049,6388,516,Yes,17
1076,64,21072,11244,495,"No ",25
1077,87,24456,16032,1050,"No ",20
1078,100,7568,2362,224,"No ",13
1079,32,22074,16328,136,"No ",13
1080,32,9150,8376,1089,"No ",18
1081,51,11380,16606,228,"No ",12
1082,91,21195,8606,1029,"No ",19
1083,97,24812,2272,507,"No ",14
1084,86,21831,2018,676,"No ",14
1085,64,12288,7083,971,Yes,14
1086,33,4156,4084,561,"No ",12
1087,88,24450,14411,333,Yes,13
1088,55,4944,2308,1440,Yes,25
1089,68,24052,4841,1210,"No ",14
1090,47,3031,4285,674,"No ",17
1091,39,7288,9715,441,"No ",13
1092,44,24152,4320,575,"No ",13
1093,97,4585,2132,950,"No ",20
1094,40,18611,10124,288,Yes,14
1095,47,19345,5473,1342,"No ",12
1096,79,22949,5207,589,Yes,12
1097,38,17381,16437,898,Yes,21
1098,57,10036,2296,350,"No ",14
1099,72,8841,4069,1142,Yes,18
1100,66,20933,7441,538,"No ",12
1101,98,26204,2430,1402,"No ",23
1102,67,15624,5878,824,"No ",12
1103,70,17001,2644,1157,Yes,21
1104,96,13693,6439,492,"No ",14
1105,91,22376,2451,598,"No ",18
1106,46,10589,6392,1242,"No ",13
1107,64,5323,9714,740,"No ",11
1108,71,14814,6077,888,"No ",11
1109,68,21731,2450,992,"No ",19
1110,33,17799,9250,1288,"No ",12
1111,69,26619,2074,104,Yes,12
1112,78,14618,10169,607,"No ",16
1113,81,7653,4855,903,"No ",11
1114,62,25174,4087,1200,"No ",14
1115,65,16530,2367,1108,"No ",12
1116,35,22061,2972,479,"No ",13
1117,60,23037,19586,685,"No ",21
1118,45,13008,5484,1351,"No ",17
1119,89,11133,2061,474,"No ",21
1120,80,12355,9924,1245,"No ",11
1121,90,16379,4198,437,"No ",12
1122,73,21447,6815,884,"No ",13
1123,87,16213,4723,1370,Yes,18
1124,51,4223,6142,670,Yes,16
1125,38,4658,8237,1462,"No ",11
1126,87,24483,8853,995,"No ",19
1127,59,19519,19331,264,Yes,16
1128,45,12826,2073,977,"No ",16
1129,80,19711,5562,1302,Yes,13
1130,93,26362,19613,1059,"No ",22
1131,46,25348,3407,750,"No ",17
1132,92,15332,5063,653,"No ",14
1133,84,11262,4639,118,"No ",15
1134,87,5855,4876,990,"No ",12
1135,63,7713,2690,1349,"No ",18
1136,56,3156,17567,563,"No ",15
1137,51,7324,2408,329,Yes,17
1138,85,10293,2814,457,Yes,14
1139,41,20689,11245,1234,Yes,15
1140,35,18783,3312,634,"No ",17
1141,31,3549,19049,1313,Yes,14
1142,48,5348,2141,241,"No ",12
1143,50,23447,5769,1015,Yes,14
1144,52,24162,4385,336,"No ",15
1145,54,21602,5332,715,"No ",13
1146,76,12421,4663,559,Yes,12
1147,42,17000,4724,426,"No ",13
1148,84,22102,3211,722,"No ",14
1149,76,3835,5377,1387,"No ",13
1150,67,16290,4066,1302,"No ",11
1151,48,26312,5208,819,"No ",11
1152,39,20460,4877,580,"No ",21
1153,97,26009,3117,546,"No ",18
1154,70,18420,1569,544,Yes,12
1155,98,5220,19658,1176,"No ",11
1156,76,10302,3069,170,"No ",15
1157,80,25800,10435,884,"No ",13
1158,52,12250,4148,208,"No ",12
1159,85,26493,5768,671,"No ",17
1160,81,3140,5042,711,"No ",13
1161,59,5388,5770,1329,"No ",19
1162,54,14199,7756,397,Yes,19
1163,55,21530,10306,737,"No ",17
1164,71,9953,3936,1470,"No ",11
1165,84,19948,7945,448,Yes,15
1166,37,10503,5743,602,Yes,11
1167,89,5602,15202,365,"No ",25
1168,59,22098,5440,763,Yes,14
1169,32,17218,3760,567,Yes,13
1170,86,22490,3517,486,"No ",17
1171,87,6297,2580,591,"No ",13
1172,73,3339,2166,1329,Yes,14
1173,42,23413,5869,469,"No ",11
1174,42,22792,8008,711,"No ",12
1175,77,4973,5206,772,"No ",17
1176,66,7693,5295,492,"No ",21
1177,72,3498,16413,301,"No ",16
1178,50,21981,13269,813,"No ",15
1179,31,13251,2783,1141,"No ",19
1180,66,19332,5433,1130,"No ",12
1181,77,10950,2013,311,"No ",11
1182,41,11652,13966,465,Yes,19
1183,33,15411,4374,894,"No ",15
1184,79,26308,6842,1040,"No ",20
1185,91,18685,17426,584,"No ",25
1186,65,3525,17603,1291,"No ",24
1187,36,10414,4581,880,Yes,24
1188,90,9867,4735,1189,"No ",15
1189,43,3356,4187,991,Yes,13
1190,93,3921,5505,392,"No ",14
1191,45,25518,5470,977,"No ",13
1192,67,22589,5476,1112,"No ",11
1193,74,24941,2587,464,Yes,16
1194,42,23826,2440,148,"No ",22
1195,47,21086,15972,1225,"No ",14
1196,36,22384,15379,809,"No ",14
1197,80,11591,7082,1206,Yes,16
1198,54,21082,2728,727,"No ",11
1199,36,16130,5368,530,Yes,25
1200,80,7419,5347,1351,"No ",14
1201,44,4167,3195,528,Yes,18
1202,93,20586,3989,1320,Yes,11
1203,87,26176,3306,1495,"No ",19
1204,48,3458,7005,1395,"No ",15
1205,95,11740,2655,708,Yes,11
1206,95,24852,1393,1259,"No ",12
1207,76,11925,2570,786,"No ",20
1208,94,23737,3537,1441,"No ",12
1209,57,11912,3986,1157,"No ",14
1210,92,20467,10883,370,"No ",20
1211,79,13637,2028,267,"No ",18
1212,31,7677,9525,1278,"No ",14
1213,35,20338,2929,678,"No ",12
1214,99,25103,2275,427,Yes,21
1215,96,14810,7879,921,Yes,19
1216,79,13970,4930,146,Yes,14
1217,73,6069,7847,1179,Yes,17
1218,62,17616,4401,581,"No ",16
1219,35,15869,9241,918,"No ",12
1220,43,25412,2974,1082,"No ",17
1221,51,7439,4502,530,"No ",15
1222,74,3395,10748,1238,"No ",23
1223,58,11585,1555,240,"No ",11
1224,82,24164,12936,1093,"No ",11
1225,62,6217,2305,390,"No ",15
1226,48,17119,16704,1005,"No ",11
1227,56,17360,3433,585,"No ",13
1228,69,18103,3477,741,"No ",14
1229,60,20794,6430,552,"No ",19
1230,92,5041,6516,369,Yes,16
1231,91,3622,3907,506,"No ",13
1232,34,9697,5562,717,"No ",14
1233,49,5151,6883,1370,"No ",16
1234,33,3811,2862,793,"No ",12
1235,87,3536,4978,543,"No ",11
1236,74,5596,10368,1277,Yes,12
1237,96,8658,6134,1456,Yes,13
1238,34,12147,6735,964,"No ",15
1239,51,12862,3295,160,"No ",13
1240,30,6670,5238,163,"No ",20
1241,77,8989,6472,792,Yes,15
1242,80,3840,9610,371,"No ",13
1243,88,4349,19833,611,"No ",14
1244,56,6595,9756,176,"No ",21
1245,78,26427,4968,1312,"No ",16
1246,59,2097,2145,897,"No ",14
1247,66,9732,2180,600,"No ",11
1248,51,20943,8346,1003,"No ",19
1249,67,6152,3445,1054,"No ",11
1250,52,14630,2760,428,"No ",13
1251,70,23060,6294,461,Yes,12
1252,94,3088,7140,979,"No ",11
1253,97,5586,2932,181,Yes,14
1254,62,10697,5147,1283,"No ",15
1255,80,8191,4507,1313,"No ",12
1256,74,10092,8564,211,Yes,20
1257,75,15963,2468,594,"No ",14
1258,70,19002,8161,1079,"No ",13
1259,91,10007,2109,590,"No ",13
1260,58,9128,5294,305,"No ",16
1261,65,17674,2718,953,"No ",14
1262,60,24539,5811,833,Yes,16
1263,38,15587,2437,807,Yes,16
1264,57,8952,2766,855,"No ",22
1265,60,19805,19038,478,"No ",12
1266,90,6194,3055,775,"No ",15
1267,94,20520,2289,548,"No ",20
1268,87,12313,4001,1375,Yes,14
1269,60,22308,12965,661,Yes,20
1270,97,5033,3539,244,"No ",13
1271,32,25353,6029,511,"No ",12
1272,31,4567,2679,337,"No ",13
1273,40,16376,3702,1153,"No ",11
1274,79,15999,2398,1294,Yes,17
1275,91,13402,5468,196,"No ",14
1276,53,22984,13116,942,"No ",11
1277,46,8800,4189,589,"No ",14
1278,46,14218,19328,734,Yes,17
1279,90,25949,8321,1383,Yes,13
1280,99,11092,2342,429,Yes,12
1281,89,12832,4071,1239,"No ",13
1282,84,13492,5813,303,Yes,18
1283,90,6076,3143,867,"No ",19
1284,82,5531,2044,1181,"No ",11
1285,65,7914,13464,1253,"No ",21
1286,98,25166,7991,849,"No ",15
1287,99,25605,3377,616,"No ",17
1288,95,5696,5538,1128,"No ",18
1289,90,24442,5762,1180,"No ",14
1290,100,7129,2592,1336,"No ",13
1291,93,6208,5346,234,"No ",17
1292,58,4992,4213,370,"No ",15
1293,83,19188,4127,766,"No ",18
1294,52,24978,2438,343,"No ",13
1295,85,15530,6870,447,"No ",12
1296,81,26458,10447,796,Yes,13
1297,64,2739,9667,1092,"No ",14
1298,69,6889,2148,920,Yes,11
1299,66,10842,8926,261,"No ",22
1300,52,9060,6513,1194,"No ",17
1301,92,22128,6799,810,"No ",21
1302,52,22577,16291,350,"No ",22
1303,91,9696,2705,185,"No ",16
1304,92,19271,10333,1001,Yes,12
1305,47,10748,4448,750,"No ",12
1306,68,15696,6854,431,"No ",15
1307,68,8277,9637,1125,"No ",14
1308,67,12719,3591,1217,"No ",25
1309,77,4244,5405,723,Yes,20
1310,46,9125,4684,572,"No ",13
1311,87,21624,15787,1216,Yes,14
1312,33,8018,1514,1431,"No ",16
1313,89,21495,2956,359,"No ",17
1314,56,3157,2335,350,Yes,15
1315,67,19665,5154,589,"No ",22
1316,73,19573,6962,430,Yes,22
1317,92,19246,5675,1422,"No ",20
1318,53,19826,2379,1297,Yes,14
1319,40,7003,3812,574,"No ",13
1320,79,26075,4648,1318,"No ",13
1321,38,6161,2936,355,"No ",22
1322,64,5411,2105,207,"No ",12
1323,82,19989,8578,706,"No ",14
1324,43,10494,2706,280,"No ",15
1325,93,21143,6384,726,"No ",17
1326,81,13624,3968,1142,"No ",13
1327,82,26186,9907,414,Yes,12
1328,45,7739,13225,1319,"No ",12
1329,36,7018,3540,728,"No ",21
1330,87,15434,2804,352,"No ",11
1331,81,22539,19392,823,"No ",13
1332,91,13583,19665,1224,"No ",12
1333,73,14753,2439,459,Yes,24
1334,64,14011,7314,1254,"No ",21
1335,77,23844,4774,1131,"No ",19
1336,41,5141,3902,835,"No ",14
1337,98,7975,2662,836,"No ",20
1338,78,3692,2856,1172,"No ",19
1339,89,16019,1081,945,"No ",13
1340,75,26092,2472,391,Yes,23
1341,63,6060,5673,1266,Yes,13
1342,89,18624,4197,311,"No ",11
1343,64,24444,9713,1480,Yes,13
1344,59,19384,2062,592,"No ",14
1345,78,13588,4284,783,Yes,22
1346,44,25388,4788,219,Yes,11
1347,93,23888,5906,556,"No ",13
1348,94,4223,3886,1213,"No ",21
1349,98,18991,16823,1137,"No ",11
1350,90,14908,2933,482,Yes,13
1351,89,26997,6500,511,"No ",14
1352,58,2437,17174,117,"No ",11
1353,78,9364,5033,170,"No ",15
1354,85,14460,2307,967,Yes,23
1355,97,10261,2587,1162,"No ",16
1356,33,16822,5507,335,"No ",16
1357,54,26841,4393,337,"No ",21
1358,83,14842,13348,1396,"No ",13
1359,86,20115,6583,1079,Yes,11
1360,75,16495,8103,735,Yes,12
1361,62,16031,3978,471,"No ",12
1362,61,7102,2544,1096,"No ",18
1363,44,14511,5399,1297,"No ",12
1364,43,10410,5487,217,"No ",14
1365,42,19255,6834,783,Yes,12
1366,45,10642,1091,746,"No ",17
1367,32,3987,5736,1251,"No ",19
1368,41,6073,2226,1354,"No ",11
1369,86,26496,5747,735,Yes,15
1370,84,23352,9854,1475,Yes,11
1371,64,2125,5467,1169,"No ",18
1372,89,20328,5380,1443,"No ",16
1373,87,12315,5151,867,"No ",25
1374,58,18115,2133,1394,Yes,16
1375,72,11761,17875,605,Yes,13
1376,47,15318,2432,238,Yes,14
1377,71,14293,4771,1206,"No ",19
1378,42,13738,19161,1064,"No ",15
1379,77,2900,5087,419,Yes,12
1380,58,19555,2863,1337,"No ",12
1381,71,15975,5561,682,"No ",16
1382,49,2122,2144,1103,"No ",14
1383,48,3995,3065,976,Yes,13
1384,66,9238,2810,1351,"No ",22
1385,32,6770,9888,937,"No ",21
1386,39,22914,8628,1239,"No ",18
1387,95,20006,2867,157,"No ",13
1388,89,6225,5373,136,"No ",12
1389,34,16542,6667,1146,"No ",18
1390,48,5771,5003,1125,"No ",21
1391,32,18779,2367,1404,"No ",12
1392,59,11473,2858,1404,"No ",14
1393,55,13586,5204,1224,Yes,11
1394,44,5099,4105,954,"No ",14
1395,56,10138,9679,1373,"No ",24
1396,63,21075,5617,754,Yes,11
1397,66,5843,10448,1168,Yes,13
1398,67,22474,2897,155,"No ",11
1399,36,18079,5968,1303,"No ",20
1400,30,16873,7510,574,"No ",17
1401,88,5224,2991,1444,Yes,11
1402,71,25811,19636,189,Yes,18
1403,59,17536,1129,1276,Yes,11
1404,77,25098,13341,119,"No ",12
1405,37,14811,4332,335,"No ",12
1406,40,26862,11031,697,"No ",20
1407,77,25198,4440,157,Yes,19
1408,45,14120,4617,771,"No ",12
1409,78,13672,2647,571,"No ",13
1410,73,26849,6323,692,"No ",11
1411,92,4258,5677,444,"No ",14
1412,82,19655,2187,309,"No ",14
1413,76,4077,3748,911,"No ",13
1414,57,7298,3977,977,Yes,19
1415,84,13084,8633,1180,"No ",23
1416,59,20439,2008,1313,"No ",12
1417,86,7636,4440,1321,"No ",15
1418,54,6393,3067,1154,"No ",19
1419,72,14284,5321,508,"No ",11
1420,35,11189,5410,557,Yes,17
1421,76,21412,2782,642,"No ",22
1422,98,17231,11957,1162,"No ",18
1423,43,20232,2660,1490,Yes,11
1424,63,17624,3375,581,"No ",12
1425,48,18698,5098,1395,"No ",19
1426,95,21653,4878,501,Yes,13
1427,49,15919,2837,267,"No ",13
1428,83,4060,2406,543,"No ",19
1429,68,18024,2269,234,"No ",14
1430,52,5340,4108,116,"No ",13
1431,99,3376,13206,201,"No ",12
1432,48,24032,10422,801,"No ",19
1433,42,15471,13744,161,Yes,25
1434,85,13684,4907,1382,Yes,22
1435,40,19788,3482,585,"No ",15
1436,42,13422,2436,1037,Yes,12
1437,58,25479,2380,501,Yes,11
1438,87,15302,19431,105,"No ",13
1439,33,26956,1790,638,"No ",19
1440,94,12695,7644,557,"No ",19
1441,97,9192,5131,688,"No ",13
1442,57,26236,6306,667,"No ",21
1443,36,26124,4787,1092,Yes,14
1444,56,17312,18880,300,"No ",11
1445,72,3666,2339,310,"No ",11
1446,60,5640,13570,582,"No ",23
1447,95,8978,6712,704,"No ",21
1448,88,10436,5406,301,"No ",24
1449,57,12227,8938,930,"No ",11
1450,78,11288,2439,529,"No ",14
1451,31,16642,8837,1146,Yes,16
1452,100,5982,5343,345,"No ",11
1453,94,14255,6728,878,"No ",12
1454,100,14369,6652,1120,"No ",13
1455,50,23333,4850,374,"No ",15
1456,52,2725,2809,1322,"No ",14
1457,80,24594,5689,1199,Yes,14
1458,98,12549,2001,1194,"No ",14
1459,62,8952,2977,287,"No ",12
1460,46,23679,4025,1378,Yes,13
1461,73,8489,3785,468,"No ",14
1462,39,16586,10854,410,Yes,13
1463,60,8828,12031,722,"No ",11
1464,74,3787,9936,325,"No ",19
1465,30,21378,2966,1167,"No ",18
1466,41,12290,2571,884,"No ",17
1467,42,21457,9991,613,"No ",15
1468,87,5174,6142,155,Yes,20
1469,63,13243,5390,1023,"No ",14
1470,82,10228,4404,628,"No ",12
